,name,matches
0,NovakDjokovic,"[[], ['15-Jan-2024', 'Australian Open', 'Hard', 'SF', '1', '4', '(4)Jannik Sinner [ITA] d. (1)Djokovic', '6-1 6-2 6-7(6) 6-3', '0.64', '6.0%', '3.4%', '68.1%', '67.1%', '45.9%', '6/11', '3:22'], ['15-Jan-2024', 'Australian Open', 'Hard', 'QF', '1', '12', '(1)Djokovic d. (12)Taylor Fritz [USA]', '7-6(3) 4-6 6-2 6-3', '1.54', '17.4%', '2.6%', '62.6%', '81.9%', '58.1%', '4/6', '3:45'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R16', '1', '19', '(1)Djokovic d. (20)Adrian Mannarino [FRA]', '6-0 6-0 6-3', '2.31', '24.6%', '7.2%', '69.6%', '81.3%', '61.9%', '3/3', '1:44'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R32', '1', '32', '(1)Djokovic d. (30)Tomas Martin Etcheverry [ARG]', '6-3 6-3 7-6(2)', '1.72', '11.9%', '0.0%', '67.9%', '86.0%', '59.3%', '0/0', '2:28'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R64', '1', '43', '(1)Djokovic d. Alexei Popyrin [AUS]', '6-3 4-6 7-6(4) 6-3', '1.24', '9.2%', '0.0%', '61.3%', '82.2%', '58.7%', '5/7', '3:11'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R128', '1', '187', '(1)Djokovic d. (Q)Dino Prizmic [CRO]', '6-2 6-7(5) 6-3 6-4', '1.28', '8.5%', '0.8%', '59.7%', '66.2%', '61.5%', '5/9', '4:01'], ['01-Jan-2024', 'United Cup', 'Hard', 'QF', '1', '12', 'Alex De Minaur [AUS] d. Djokovic', '6-4 6-4', '0.41', '5.9%', '1.5%', '63.2%', '69.8%', '44.0%', '3/5', '1:33'], ['01-Jan-2024', 'United Cup', 'Hard', 'RR', '1', '31', 'Djokovic d. Jiri Lehecka [CZE]', '6-1 6-7(3) 6-1', '1.54', '3.8%', '2.5%', '61.3%', '73.5%', '61.3%', '3/5', '2:16'], ['01-Jan-2024', 'United Cup', 'Hard', 'RR', '1', '58', 'Djokovic d. Zhizhen Zhang [CHN]', '6-3 6-2', '2.10', '15.2%', '2.2%', '60.9%', '85.7%', '66.7%', '0/0', '1:12'], ['25-Nov-2023', 'Davis Cup Finals SF: ITA vs SRB', 'Hard', 'RR', '1', '4', 'Jannik Sinner [ITA] d. Djokovic', '6-2 2-6 7-5', '1.22', '7.8%', '1.3%', '59.7%', '76.1%', '58.1%', '1/4', ''], ['23-Nov-2023', 'Davis Cup Finals QF: SRB vs GBR', 'Hard', 'RR', '1', '18', 'Djokovic d. Cameron Norrie [GBR]', '6-4 6-4', '2.40', '16.7%', '2.1%', '56.3%', '88.9%', '76.2%', '0/0', ''], ['13-Nov-2023', 'Tour Finals', 'Hard', 'F', '1', '4', '(1)Djokovic d. (4)Jannik Sinner [ITA]', '6-3 6-3', '2.64', '28.3%', '0.0%', '69.6%', '90.6%', '64.3%', '2/2', '1:43'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'SF', '1', '2', '(1)Djokovic d. (2)Carlos Alcaraz [ESP]', '6-3 6-2', '1.57', '3.6%', '1.8%', '67.3%', '81.1%', '55.6%', '4/4', '1:28'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '1', '4', '(4)Jannik Sinner [ITA] d. (1)Djokovic', '7-5 6-7(5) 7-6(2)', '1.13', '20.0%', '1.0%', '63.0%', '81.0%', '59.5%', '1/3', '3:09'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '1', '9', '(1)Djokovic d. (9)Hubert Hurkacz [POL]', '7-6(1) 4-6 6-1', '1.43', '7.4%', '1.2%', '63.0%', '74.5%', '73.3%', '0/1', '2:05'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '1', '8', '(1)Djokovic d. (8)Holger Rune [DEN]', '7-6(4) 6-7(1) 6-3', '1.07', '9.3%', '3.7%', '68.5%', '74.3%', '41.2%', '3/6', '3:04'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'F', '1', '17', '(1)Djokovic d. Grigor Dimitrov [BUL]', '6-4 6-3', '1.86', '12.5%', '2.1%', '66.7%', '81.3%', '68.8%', '0/0', '1:38'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'SF', '1', '5', '(1)Djokovic d. (5)Andrey Rublev [RUS]', '5-7 7-6(3) 7-5', '1.03', '14.4%', '4.2%', '66.9%', '73.4%', '59.0%', '4/6', '3:01'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'QF', '1', '7', '(1)Djokovic d. (6)Holger Rune [DEN]', '7-5 6-7(3) 6-4', '1.16', '11.0%', '4.4%', '51.6%', '83.0%', '63.6%', '0/1', '2:54'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'R16', '1', '23', '(1)Djokovic d. Tallon Griekspoor [NED]', '4-6 7-6(2) 6-4', '0.97', '8.5%', '6.6%', '62.3%', '77.3%', '45.0%', '6/9', '2:39'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'R32', '1', '31', '(1)Djokovic d. Tomas Martin Etcheverry [ARG]', '6-3 6-2', '1.49', '11.5%', '5.8%', '61.5%', '81.3%', '60.0%', '1/1', '1:24']]"
1,CarlosAlcaraz,"[[], ['15-Jan-2024', 'Australian Open', 'Hard', 'QF', '2', '6', '(6)Alexander Zverev [GER] d. (2)Alcaraz', '6-1 6-3 6-7(2) 6-4', '0.75', '5.1%', '1.7%', '67.5%', '67.1%', '42.1%', '3/10', '3:05'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R16', '2', '60', '(2)Alcaraz d. Miomir Kecmanovic [SRB]', '6-4 6-4 6-0', '1.90', '7.2%', '0.0%', '68.1%', '83.0%', '63.6%', '0/0', '1:49'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R32', '2', '', '(2)Alcaraz d. (WC)Juncheng Shang [CHN]', '6-1 6-1 1-0 RET', '4.08', '8.8%', '2.9%', '55.9%', '84.2%', '86.7%', '0/0', '1:06'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R64', '2', '46', '(2)Alcaraz d. Lorenzo Sonego [ITA]', '6-4 6-7(3) 6-3 7-6(3)', '1.40', '9.2%', '3.1%', '68.5%', '77.5%', '70.7%', '3/4', '3:25'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R128', '2', '131', '(2)Alcaraz d. Richard Gasquet [FRA]', '7-6(5) 6-1 6-2', '1.58', '9.6%', '3.2%', '66.0%', '72.6%', '65.6%', '2/2', '2:22'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'SF', '2', '1', '(1)Novak Djokovic [SRB] d. (2)Alcaraz', '6-3 6-2', '0.64', '17.9%', '1.8%', '83.9%', '61.7%', '33.3%', '5/8', '1:28'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '2', '3', '(2)Alcaraz d. (3)Daniil Medvedev [RUS]', '6-4 6-4', '1.33', '5.4%', '1.8%', '73.2%', '75.6%', '66.7%', '2/2', '1:20'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '2', '5', '(2)Alcaraz d. (5)Andrey Rublev [RUS]', '7-5 6-2', '2.75', '10.6%', '0.0%', '72.3%', '94.1%', '61.5%', '0/0', '1:14'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '2', '7', '(7)Alexander Zverev [GER] d. (2)Alcaraz', '6-7(3) 6-3 6-4', '0.85', '12.0%', '2.2%', '69.6%', '73.4%', '53.6%', '5/8', '2:31'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'R32', '2', '45', '(Q)Roman Safiullin [RUS] d. (2)Alcaraz', '6-3 6-4', '0.88', '0.0%', '3.7%', '64.8%', '68.6%', '36.8%', '4/8', '1:37'], ['02-Oct-2023', 'Shanghai Masters', 'Hard', 'R16', '2', '19', '(18)Grigor Dimitrov [BUL] d. (1)Alcaraz', '5-7 6-2 6-4', '0.98', '5.1%', '0.0%', '67.9%', '71.7%', '56.0%', '1/5', '2:10'], ['02-Oct-2023', 'Shanghai Masters', 'Hard', 'R32', '2', '33', '(1)Alcaraz d. (30)Daniel Evans [GBR]', '7-6(1) 6-4', '1.49', '9.2%', '1.5%', '63.1%', '70.7%', '66.7%', '4/6', '2:23'], ['02-Oct-2023', 'Shanghai Masters', 'Hard', 'R64', '2', '73', '(1)Alcaraz d. Gregoire Barrere [FRA]', '6-2 7-5', '1.31', '6.1%', '3.0%', '75.8%', '70.0%', '50.0%', '6/7', '1:42'], ['27-Sep-2023', 'Beijing', 'Hard', 'SF', '2', '7', '(6)Jannik Sinner [ITA] d. (1)Alcaraz', '7-6(4) 6-1', '0.84', '6.3%', '0.0%', '71.4%', '60.0%', '27.8%', '3/8', '1:55'], ['27-Sep-2023', 'Beijing', 'Hard', 'QF', '2', '9', '(1)Alcaraz d. (7)Casper Ruud [NOR]', '6-4 6-2', '1.60', '10.9%', '1.8%', '69.1%', '71.1%', '64.7%', '1/2', '1:44'], ['27-Sep-2023', 'Beijing', 'Hard', 'R16', '2', '18', '(1)Alcaraz d. Lorenzo Musetti [ITA]', '6-2 6-2', '1.40', '1.9%', '5.7%', '67.9%', '66.7%', '64.7%', '3/3', '1:21'], ['27-Sep-2023', 'Beijing', 'Hard', 'R32', '2', '53', '(1)Alcaraz d. (Q)Yannick Hanfmann [GER]', '6-4 6-3', '1.51', '4.3%', '8.5%', '63.8%', '80.0%', '47.1%', '1/3', '1:37'], ['28-Aug-2023', 'US Open', 'Hard', 'SF', '1', '3', '(3)Daniil Medvedev [RUS] d. (1)Alcaraz', '7-6(3) 6-1 3-6 6-3', '0.78', '0.0%', '0.0%', '69.9%', '68.8%', '47.5%', '4/7', '3:19'], ['28-Aug-2023', 'US Open', 'Hard', 'QF', '1', '12', '(1)Alcaraz d. (12)Alexander Zverev [GER]', '6-3 6-2 6-4', '1.30', '3.1%', '3.1%', '56.7%', '76.4%', '57.1%', '5/5', '2:30'], ['28-Aug-2023', 'US Open', 'Hard', 'R16', '1', '61', '(1)Alcaraz d. Matteo Arnaldi [ITA]', '6-3 6-3 6-4', '1.53', '2.7%', '4.1%', '66.2%', '77.6%', '60.0%', '0/1', '1:57'], ['28-Aug-2023', 'US Open', 'Hard', 'R32', '1', '28', '(1)Alcaraz d. (26)Daniel Evans [GBR]', '6-2 6-3 4-6 6-3', '1.50', '5.7%', '3.8%', '56.6%', '73.3%', '69.6%', '5/7', '3:11'], ['28-Aug-2023', 'US Open', 'Hard', 'R64', '1', '177', '(1)Alcaraz d. Lloyd Harris [RSA]', '6-3 6-1 7-6(4)', '1.29', '3.8%', '1.0%', '64.4%', '68.7%', '62.2%', '9/10', '2:28'], ['28-Aug-2023', 'US Open', 'Hard', 'R128', '1', '75', '(1)Alcaraz d. Dominik Koepfer [GER]', '6-2 3-2 RET', '2.31', '12.1%', '0.0%', '72.7%', '83.3%', '66.7%', '2/2', '1:00']]"
2,DaniilMedvedev,"[[], ['15-Jan-2024', 'Australian Open', 'Hard', 'F', '3', '4', '(4)Jannik Sinner [ITA] d. (3)Medvedev', '3-6 3-6 6-4 6-4 6-3', '1.01', '7.9%', '2.2%', '68.3%', '75.8%', '45.5%', '5/9', '3:44'], ['15-Jan-2024', 'Australian Open', 'Hard', 'SF', '3', '6', '(3)Medvedev d. (6)Alexander Zverev [GER]', '5-7 3-6 7-6(4) 7-6(5) 6-3', '1.01', '9.0%', '3.8%', '60.3%', '76.6%', '56.5%', '5/10', '4:18'], ['15-Jan-2024', 'Australian Open', 'Hard', 'QF', '3', '9', '(3)Medvedev d. (9)Hubert Hurkacz [POL]', '7-6(4) 2-6 6-3 5-7 6-4', '0.81', '6.1%', '5.6%', '61.1%', '78.2%', '41.4%', '10/15', '3:59'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R16', '3', '69', '(3)Medvedev d. Nuno Borges [POR]', '6-3 7-6(4) 5-7 6-1', '1.20', '9.0%', '7.6%', '63.4%', '75.0%', '45.3%', '7/11', '3:07'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R32', '3', '30', '(3)Medvedev d. (27)Felix Auger Aliassime [CAN]', '6-3 6-4 6-3', '1.27', '9.3%', '4.7%', '64.0%', '78.2%', '48.4%', '1/2', '2:09'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R64', '3', '53', '(3)Medvedev d. Emil Ruusuvuori [FIN]', '3-6 6-7(1) 6-4 7-6(1) 6-0', '1.10', '13.1%', '4.6%', '59.4%', '70.2%', '45.1%', '13/18', '4:23'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R128', '3', '144', '(3)Medvedev d. (Q)Terence Atmane [FRA]', '5-7 6-2 6-4 1-0 RET', '1.29', '10.0%', '4.4%', '60.0%', '72.2%', '58.3%', '5/8', '2:37'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'SF', '3', '4', '(4)Jannik Sinner [ITA] d. (3)Medvedev', '6-3 6-7(4) 6-1', '0.87', '11.4%', '2.3%', '62.5%', '80.0%', '36.4%', '4/7', '2:29'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '3', '2', '(2)Carlos Alcaraz [ESP] d. (3)Medvedev', '6-4 6-4', '0.75', '5.4%', '5.4%', '67.9%', '73.7%', '44.4%', '3/5', '1:20'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '3', '5', '(3)Medvedev d. (5)Andrey Rublev [RUS]', '6-4 6-2', '1.46', '15.6%', '4.7%', '56.3%', '83.3%', '50.0%', '7/7', '1:31'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '3', '7', '(3)Medvedev d. (7)Alexander Zverev [GER]', '7-6(7) 6-4', '1.20', '5.7%', '2.9%', '72.9%', '78.4%', '52.6%', '3/4', '1:45'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'R32', '3', '17', 'Grigor Dimitrov [BUL] d. (3)Medvedev', '6-3 6-7(4) 7-6(2)', '0.82', '5.3%', '7.1%', '59.3%', '65.7%', '50.0%', '4/8', '2:54'], ['23-Oct-2023', 'Vienna', 'Hard', 'F', '3', '4', '(2)Jannik Sinner [ITA] d. (1)Medvedev', '7-6(7) 4-6 6-3', '0.92', '9.8%', '6.1%', '66.7%', '64.8%', '40.9%', '12/16', '3:06'], ['23-Oct-2023', 'Vienna', 'Hard', 'SF', '3', '7', '(1)Medvedev d. (4)Stefanos Tsitsipas [GRE]', '6-4 7-6(6)', '1.26', '7.4%', '2.9%', '72.1%', '83.7%', '57.9%', '3/3', '1:44'], ['23-Oct-2023', 'Vienna', 'Hard', 'QF', '3', '16', '(1)Medvedev d. (8)Karen Khachanov [RUS]', '6-3 3-6 6-3', '1.14', '6.7%', '4.5%', '62.9%', '80.4%', '48.5%', '0/1', '2:15'], ['23-Oct-2023', 'Vienna', 'Hard', 'R16', '3', '17', '(1)Medvedev d. Grigor Dimitrov [BUL]', '3-6 6-2 6-4', '1.03', '15.4%', '4.4%', '59.3%', '74.1%', '45.9%', '6/9', '2:06'], ['23-Oct-2023', 'Vienna', 'Hard', 'R32', '3', '38', '(1)Medvedev d. Arthur Fils [FRA]', '6-4 6-2', '3.64', '12.2%', '0.0%', '75.6%', '90.3%', '80.0%', '0/0', '1:15'], ['02-Oct-2023', 'Shanghai Masters', 'Hard', 'R32', '3', '26', '(26)Sebastian Korda [USA] d. (2)Medvedev', '7-6(8) 6-2', '0.90', '10.0%', '6.7%', '68.3%', '80.5%', '47.4%', '1/3', '1:28'], ['02-Oct-2023', 'Shanghai Masters', 'Hard', 'R64', '3', '98', '(2)Medvedev d. Cristian Garin [CHI]', '6-3 6-3', '1.42', '12.7%', '10.9%', '65.5%', '80.6%', '36.8%', '7/9', '1:31'], ['27-Sep-2023', 'Beijing', 'Hard', 'F', '3', '7', '(6)Jannik Sinner [ITA] d. (2)Medvedev', '7-6(2) 7-6(2)', '0.69', '7.7%', '5.1%', '73.1%', '75.4%', '52.4%', '5/5', '2:01'], ['27-Sep-2023', 'Beijing', 'Hard', 'SF', '3', '10', '(2)Medvedev d. (8)Alexander Zverev [GER]', '6-4 6-3', '1.55', '14.0%', '1.8%', '71.9%', '80.5%', '68.8%', '4/4', '1:25'], ['27-Sep-2023', 'Beijing', 'Hard', 'QF', '3', '36', '(2)Medvedev d. Ugo Humbert [FRA]', '6-4 3-6 6-1', '1.23', '8.5%', '11.0%', '65.9%', '68.5%', '46.4%', '1/5', '2:06'], ['27-Sep-2023', 'Beijing', 'Hard', 'R16', '3', '12', '(2)Medvedev d. Alex De Minaur [AUS]', '7-6(3) 6-3', '1.18', '4.1%', '10.8%', '63.5%', '74.5%', '40.7%', '1/3', '1:57'], ['27-Sep-2023', 'Beijing', 'Hard', 'R32', '3', '13', '(2)Medvedev d. Tommy Paul [USA]', '6-2 6-1', '2.02', '18.0%', '6.0%', '68.0%', '85.3%', '43.8%', '3/4', '1:20']]"
3,JannikSinner,"[[], ['15-Jan-2024', 'Australian Open', 'Hard', 'F', '4', '3', '(4)Sinner d. (3)Daniil Medvedev [RUS]', '3-6 3-6 6-4 6-4 6-3', '0.99', '9.7%', '3.5%', '61.1%', '73.9%', '53.6%', '8/12', '3:44'], ['15-Jan-2024', 'Australian Open', 'Hard', 'SF', '4', '1', '(4)Sinner d. (1)Novak Djokovic [SRB]', '6-1 6-2 6-7(6) 6-3', '1.56', '8.2%', '0.9%', '58.2%', '82.8%', '63.0%', '0/0', '3:22'], ['15-Jan-2024', 'Australian Open', 'Hard', 'QF', '4', '5', '(4)Sinner d. (5)Andrey Rublev [RUS]', '6-4 7-6(5) 6-3', '1.10', '8.5%', '2.6%', '64.1%', '76.0%', '52.4%', '8/8', '2:39'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R16', '4', '15', '(4)Sinner d. (15)Karen Khachanov [RUS]', '6-4 7-5 6-3', '1.31', '8.2%', '3.1%', '53.6%', '78.8%', '57.8%', '9/10', '2:34'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R32', '4', '29', '(4)Sinner d. (26)Sebastian Baez [ARG]', '6-0 6-1 6-3', '1.72', '8.6%', '0.0%', '64.3%', '77.8%', '52.0%', '4/4', '1:52'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R64', '4', '161', '(4)Sinner d. (Q)Jesper De Jong [NED]', '6-2 6-2 6-2', '2.83', '12.1%', '1.7%', '63.8%', '86.5%', '76.2%', '0/0', '1:43'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R128', '4', '59', '(4)Sinner d. Botic Van De Zandschulp [NED]', '6-4 7-5 6-3', '1.33', '8.0%', '2.3%', '58.0%', '68.6%', '64.9%', '5/6', '2:34'], ['26-Nov-2023', 'Davis Cup Finals F: AUS vs ITA', 'Hard', 'RR', '4', '12', 'Sinner d. Alex De Minaur [AUS]', '6-3 6-0', '1.58', '10.4%', '2.1%', '70.8%', '73.5%', '50.0%', '1/1', ''], ['25-Nov-2023', 'Davis Cup Finals SF: ITA vs SRB', 'Hard', 'RR', '4', '1', 'Sinner d. Novak Djokovic [SRB]', '6-2 2-6 7-5', '0.82', '11.4%', '4.8%', '63.8%', '71.6%', '44.7%', '7/9', ''], ['23-Nov-2023', 'Davis Cup Finals QF: ITA vs NED', 'Hard', 'RR', '4', '23', 'Sinner d. Tallon Griekspoor [NED]', '7-6(3) 6-1', '3.19', '18.0%', '2.0%', '64.0%', '90.6%', '83.3%', '0/0', ''], ['13-Nov-2023', 'Tour Finals', 'Hard', 'F', '4', '1', '(1)Novak Djokovic [SRB] d. (4)Sinner', '6-3 6-3', '0.38', '10.8%', '1.4%', '66.2%', '57.1%', '48.0%', '5/8', '1:43'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'SF', '4', '3', '(4)Sinner d. (3)Daniil Medvedev [RUS]', '6-3 6-7(4) 6-1', '1.15', '9.6%', '1.9%', '57.7%', '83.3%', '47.7%', '2/2', '2:29'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '4', '1', '(4)Sinner d. (1)Novak Djokovic [SRB]', '7-5 6-7(5) 7-6(2)', '0.89', '12.7%', '1.7%', '60.2%', '78.9%', '55.3%', '2/3', '3:09'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '4', '6', '(4)Sinner d. Stefanos Tsitsipas [GRE]', '6-4 6-4', '1.76', '17.6%', '3.9%', '70.6%', '88.9%', '60.0%', '0/0', '1:25'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '4', '8', '(4)Sinner d. (8)Holger Rune [DEN]', '6-2 5-7 6-4', '1.51', '13.1%', '0.0%', '58.3%', '83.7%', '60.0%', '4/5', '2:32'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'R16', '4', '13', '(13)Alex De Minaur [AUS] d. (4)Sinner', 'W/O', '', '', '', '', '', '', '', ''], ['30-Oct-2023', 'Paris Masters', 'Hard', 'R32', '4', '42', '(4)Sinner d. Mackenzie Mcdonald [USA]', '6-7(6) 7-5 6-1', '1.65', '4.8%', '2.4%', '57.8%', '85.4%', '65.7%', '0/1', '2:16'], ['23-Oct-2023', 'Vienna', 'Hard', 'F', '4', '3', '(2)Sinner d. (1)Daniil Medvedev [RUS]', '7-6(7) 4-6 6-3', '1.08', '4.2%', '0.0%', '72.9%', '64.0%', '50.0%', '9/13', '3:06'], ['23-Oct-2023', 'Vienna', 'Hard', 'SF', '4', '5', '(2)Sinner d. (3)Andrey Rublev [RUS]', '7-5 7-6(5)', '1.31', '13.7%', '5.5%', '61.6%', '82.2%', '53.6%', '4/6', '1:49'], ['23-Oct-2023', 'Vienna', 'Hard', 'QF', '4', '14', '(2)Sinner d. (7)Frances Tiafoe [USA]', '6-3 6-4', '1.96', '9.1%', '1.8%', '69.1%', '84.2%', '70.6%', '3/3', '1:19'], ['23-Oct-2023', 'Vienna', 'Hard', 'R16', '4', '52', '(2)Sinner d. (LL)Lorenzo Sonego [ITA]', '6-2 6-4', '1.49', '1.7%', '0.0%', '82.8%', '72.9%', '60.0%', '2/2', '1:33'], ['23-Oct-2023', 'Vienna', 'Hard', 'R32', '4', '15', '(2)Sinner d. Ben Shelton [USA]', '7-6(2) 7-5', '1.46', '11.3%', '1.4%', '80.3%', '84.2%', '57.1%', '4/4', '1:44']]"
4,AndreyRublev,"[[], ['15-Jan-2024', 'Australian Open', 'Hard', 'QF', '5', '4', '(4)Jannik Sinner [ITA] d. (5)Rublev', '6-4 7-6(5) 6-3', '0.91', '9.9%', '2.0%', '70.3%', '76.1%', '36.7%', '5/7', '2:39'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R16', '5', '10', '(5)Rublev d. (10)Alex De Minaur [AUS]', '6-4 6-7(5) 6-7(4) 6-3 6-0', '1.13', '3.3%', '3.3%', '59.4%', '67.3%', '54.8%', '13/16', '4:14'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R32', '5', '26', '(5)Rublev d. (29)Sebastian Korda [USA]', '6-2 7-6(6) 6-4', '1.60', '14.8%', '3.4%', '73.9%', '83.1%', '56.5%', '1/1', '1:59'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R64', '5', '35', '(5)Rublev d. Christopher Eubanks [USA]', '6-4 6-4 6-4', '2.08', '12.7%', '0.0%', '75.9%', '85.0%', '73.7%', '3/3', '1:39'], ['15-Jan-2024', 'Australian Open', 'Hard', 'R128', '5', '77', '(5)Rublev d. Thiago Seyboth Wild [BRA]', '7-5 6-4 3-6 4-6 7-6(6)', '1.28', '13.6%', '0.6%', '64.9%', '83.0%', '46.3%', '4/8', '3:42'], ['01-Jan-2024', 'Hong Kong', 'Hard', 'F', '5', '69', '(1)Rublev d. Emil Ruusuvuori [FIN]', '6-4 6-4', '1.50', '8.6%', '0.0%', '69.0%', '72.5%', '77.8%', '1/1', '1:17'], ['01-Jan-2024', 'Hong Kong', 'Hard', 'SF', '5', '183', '(1)Rublev d. (WC)Juncheng Shang [CHN]', '4-6 6-2 6-3', '1.30', '12.2%', '1.0%', '56.1%', '69.1%', '67.4%', '13/14', '2:09'], ['01-Jan-2024', 'Hong Kong', 'Hard', 'QF', '5', '36', '(1)Rublev d. (8)Arthur Fils [FRA]', '6-4 1-6 6-2', '1.45', '12.3%', '0.0%', '63.1%', '75.6%', '62.5%', '4/6', '1:52'], ['01-Jan-2024', 'Hong Kong', 'Hard', 'R16', '5', '108', '(1)Rublev d. (Q)Liam Broady [GBR]', '6-4 7-6(8)', '1.44', '14.5%', '4.3%', '55.1%', '81.6%', '58.1%', '1/3', '1:50'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '5', '2', '(2)Carlos Alcaraz [ESP] d. (5)Rublev', '7-5 6-2', '0.36', '6.6%', '3.3%', '73.8%', '62.2%', '50.0%', '3/6', '1:14'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '5', '3', '(3)Daniil Medvedev [RUS] d. (5)Rublev', '6-4 6-2', '0.69', '2.9%', '2.9%', '66.2%', '62.2%', '39.1%', '7/10', '1:31'], ['13-Nov-2023', 'Tour Finals', 'Hard', 'RR', '5', '7', '(7)Alexander Zverev [GER] d. (5)Rublev', '6-4 6-4', '0.81', '8.8%', '0.0%', '67.6%', '69.6%', '36.4%', '4/7', '1:41'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'SF', '5', '1', '(1)Novak Djokovic [SRB] d. (5)Rublev', '5-7 7-6(3) 7-5', '0.98', '14.3%', '1.8%', '68.8%', '72.7%', '57.1%', '6/8', '3:01'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'QF', '5', '13', '(5)Rublev d. (13)Alex De Minaur [AUS]', '4-6 6-3 6-1', '1.31', '5.1%', '2.5%', '54.4%', '72.1%', '58.3%', '2/4', '2:01'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'R16', '5', '60', '(5)Rublev d. (Q)Botic Van De Zandschulp [NED]', '6-3 6-3', '1.67', '8.0%', '8.0%', '64.0%', '87.5%', '55.6%', '1/1', '1:04'], ['30-Oct-2023', 'Paris Masters', 'Hard', 'R32', '5', '49', '(5)Rublev d. (Q)Yoshihito Nishioka [JPN]', '6-4 6-3', '1.47', '22.6%', '3.8%', '62.3%', '97.0%', '45.0%', '1/1', '1:06'], ['23-Oct-2023', 'Vienna', 'Hard', 'SF', '5', '4', '(2)Jannik Sinner [ITA] d. (3)Rublev', '7-5 7-6(5)', '0.76', '5.2%', '2.6%', '71.4%', '70.9%', '40.9%', '2/5', '1:49'], ['23-Oct-2023', 'Vienna', 'Hard', 'QF', '5', '10', '(3)Rublev d. (5)Alexander Zverev [GER]', '6-1 6-7(5) 6-3', '1.04', '5.7%', '0.0%', '66.0%', '78.6%', '44.4%', '6/6', '2:30'], ['23-Oct-2023', 'Vienna', 'Hard', 'R16', '5', '46', '(3)Rublev d. Matteo Arnaldi [ITA]', '7-5 6-3', '1.63', '9.8%', '0.0%', '68.9%', '83.3%', '63.2%', '1/1', '1:26'], ['23-Oct-2023', 'Vienna', 'Hard', 'R32', '5', '39', '(3)Rublev d. Alexei Popyrin [AUS]', '7-6(5) 6-4', '1.06', '10.4%', '1.3%', '62.3%', '68.8%', '51.7%', '3/6', '1:36']]"
